bank_id,name,region,compliance_score,txn_frequency,avg_txn_amount,total_txn_amount,high_risk_txn_count,sanctioned_account_count,distinct_sanctioned_customers
925,Bank 925,North,0.87,2,7902.48,15804.96,2,2,2
926,Bank 926,South,0.77,1,2612.29,2612.29,1,0,0
927,Bank 927,East,0.71,1,5439.16,5439.16,1,1,1
928,Bank 928,North,0.66,1,4610.14,4610.14,1,1,1
929,Bank 929,West,0.51,0,,0.0,0,0,0
930,Bank 930,West,0.74,3,4388.33,13164.99,2,2,2
931,Bank 931,West,0.79,0,,0.0,0,0,0
932,Bank 932,South,0.52,0,,0.0,0,0,0
933,Bank 933,East,0.53,1,831.12,831.12,1,0,0
934,Bank 934,East,0.58,1,3910.84,3910.84,0,0,0
935,Bank 935,East,0.86,2,7956.45,15912.91,2,1,1
936,Bank 936,North,0.62,1,5501.76,5501.76,0,0,0
937,Bank 937,South,0.54,1,2723.36,2723.36,1,0,0
938,Bank 938,East,0.93,2,5752.04,11504.08,0,1,1
939,Bank 939,West,0.55,1,8857.61,8857.61,0,1,1
940,Bank 940,South,0.63,0,,0.0,0,2,2
941,Bank 941,West,0.78,2,6378.68,12757.35,1,2,2
942,Bank 942,East,0.84,0,,0.0,0,0,0
943,Bank 943,North,1.0,2,2061.71,4123.42,0,1,1
944,Bank 944,North,0.76,1,9821.71,9821.71,0,1,1
945,Bank 945,East,0.53,0,,0.0,0,0,0
946,Bank 946,East,0.81,0,,0.0,0,0,0
947,Bank 947,South,0.66,3,5256.15,15768.44,2,0,0
948,Bank 948,South,0.6,0,,0.0,0,0,0
949,Bank 949,South,0.92,0,,0.0,0,1,1
950,Bank 950,East,0.52,2,2848.62,5697.24,1,0,0
951,Bank 951,North,0.59,0,,0.0,0,1,1
952,Bank 952,South,0.63,1,4705.23,4705.23,1,2,2
953,Bank 953,East,0.91,1,9265.02,9265.02,1,1,1
954,Bank 954,South,0.98,0,,0.0,0,0,0
955,Bank 955,North,0.54,1,251.09,251.09,1,1,1
956,Bank 956,East,0.95,1,1549.96,1549.96,0,1,1
957,Bank 957,East,0.86,0,,0.0,0,2,2
958,Bank 958,North,0.84,3,5457.02,16371.06,2,1,1
959,Bank 959,North,0.69,0,,0.0,0,2,2
960,Bank 960,East,0.75,1,4503.43,4503.43,1,1,1
961,Bank 961,South,0.87,1,26.65,26.65,0,0,0
962,Bank 962,South,0.9,1,1070.63,1070.63,0,1,1
963,Bank 963,North,0.84,1,4851.24,4851.24,1,2,2
964,Bank 964,South,0.63,2,3261.18,6522.37,0,0,0
965,Bank 965,South,0.95,1,7153.5,7153.5,1,0,0
966,Bank 966,East,0.69,0,,0.0,0,4,4
967,Bank 967,West,0.98,1,4748.88,4748.88,0,3,3
968,Bank 968,North,0.83,2,2723.43,5446.86,2,0,0
969,Bank 969,East,0.97,2,5140.39,10280.77,1,0,0
970,Bank 970,East,0.74,0,,0.0,0,2,2
971,Bank 971,South,0.83,1,5881.23,5881.23,0,1,1
972,Bank 972,South,0.68,0,,0.0,0,0,0
973,Bank 973,East,0.8,2,8102.48,16204.95,0,1,1
974,Bank 974,West,0.72,2,4296.65,8593.29,2,2,2
975,Bank 975,East,0.68,0,,0.0,0,2,2
976,Bank 976,West,0.89,2,1564.38,3128.75,1,0,0
977,Bank 977,South,0.63,0,,0.0,0,1,1
978,Bank 978,South,0.97,2,4111.32,8222.63,2,0,0
979,Bank 979,East,0.6,0,,0.0,0,1,1
980,Bank 980,West,0.72,1,3735.99,3735.99,1,2,2
981,Bank 981,West,0.83,0,,0.0,0,2,2
982,Bank 982,South,0.88,1,3131.17,3131.17,1,1,1
983,Bank 983,North,0.74,0,,0.0,0,1,1
984,Bank 984,East,0.96,1,7018.96,7018.96,1,0,0
985,Bank 985,South,0.91,2,4916.65,9833.3,0,2,2
986,Bank 986,West,0.92,1,1591.87,1591.87,1,0,0
987,Bank 987,North,0.61,0,,0.0,0,0,0
988,Bank 988,North,0.97,3,6149.62,18448.86,3,2,2
989,Bank 989,West,0.83,0,,0.0,0,0,0
990,Bank 990,North,1.0,1,6669.07,6669.07,0,2,2
991,Bank 991,North,0.88,1,7764.82,7764.82,0,3,3
992,Bank 992,West,0.91,3,5460.83,16382.48,1,2,2
993,Bank 993,South,0.97,2,6795.53,13591.06,1,1,1
994,Bank 994,South,0.99,0,,0.0,0,0,0
995,Bank 995,North,0.94,2,6817.18,13634.35,1,2,2
996,Bank 996,East,0.77,2,5425.1,10850.2,2,2,2
997,Bank 997,South,0.7,1,3963.45,3963.45,1,4,4
998,Bank 998,East,0.73,0,,0.0,0,0,0
999,Bank 999,East,0.76,3,4140.48,12421.45,2,4,4
1000,Bank 1000,East,0.96,1,9679.24,9679.24,1,0,0
1001,Bank 1001,South,0.66,3,4354.87,13064.62,2,0,0
1002,Bank 1002,West,0.79,2,1082.38,2164.75,1,0,0
1003,Bank 1003,West,0.59,2,2519.82,5039.64,1,0,0
1004,Bank 1004,South,0.94,0,,0.0,0,1,1
1005,Bank 1005,North,0.98,1,5113.55,5113.55,0,0,0
1006,Bank 1006,West,0.5,3,5931.77,17795.32,0,1,1
1007,Bank 1007,North,0.92,2,3555.13,7110.26,2,0,0
1008,Bank 1008,West,0.71,1,5133.66,5133.66,0,2,2
1009,Bank 1009,West,0.71,2,6487.72,12975.44,0,0,0
1010,Bank 1010,North,0.8,1,6572.08,6572.08,1,2,2
