transaction_id,customer_id,bank_id,amount,txn_date,location,is_high_risk,flag_large_amount,flag_high_frequency_customer,flag_high_risk_customer,flag_low_compliance_bank,flag_sanctioned_customer,flag_sanctioned_bank
434,721,993,5626.44,2024-11-06,Markmouth,1,0,0,1,0,0,1
541,721,233,7831.37,2024-09-28,North Randystad,1,0,0,1,0,0,1
976,723,455,5130.16,2023-12-13,East Jeffreystad,1,0,0,0,0,0,1
789,724,218,6789.75,2024-07-02,Lake Christinaside,1,0,0,0,0,0,0
815,725,244,4214.53,2024-02-23,Davidland,0,0,0,0,0,0,0
842,725,610,8696.75,2024-05-29,Arnoldborough,0,0,0,0,0,0,1
847,728,147,7081.95,2024-11-13,New Lisastad,0,0,0,0,1,1,1
737,729,25,9501.07,2024-04-10,Adamfurt,0,1,0,0,0,1,0
989,731,381,854.38,2024-02-29,Lake Jeffreytown,0,0,0,0,0,0,1
272,732,557,5719.44,2024-11-19,Lake James,0,0,0,0,1,1,1
960,732,511,6209.58,2024-01-05,Stonehaven,0,0,0,0,1,1,0
1,734,20,2059.49,2024-07-01,Helentown,1,0,0,0,0,1,1
518,734,641,2355.94,2024-03-15,Joshuahaven,0,0,0,0,0,1,0
536,734,193,117.42,2024-04-30,West Gregorytown,0,0,0,0,0,1,0
363,735,608,5704.01,2024-01-04,Christophertown,1,0,0,0,0,0,1
816,738,830,3334.99,2024-06-19,New Jeffrey,0,0,0,1,0,1,0
241,739,704,8464.68,2024-07-12,Port Stevenberg,0,0,0,0,0,1,1
879,740,831,8806.2,2024-03-22,Pattersonview,0,0,0,0,0,1,1
28,742,686,4510.92,2024-02-26,Shawland,1,0,0,1,0,1,1
404,742,467,6655.1,2024-09-02,Mindyfort,0,0,0,1,1,1,1
7,743,95,5402.65,2024-03-12,North Taylorton,0,0,0,0,0,1,1
425,744,915,1014.12,2024-03-13,Evanburgh,0,0,0,1,0,1,1
298,747,787,1804.21,2024-07-09,West Ryan,1,0,0,1,1,0,1
169,748,39,1556.59,2024-01-15,New Sarah,1,0,0,1,0,1,0
914,749,225,6155.52,2024-09-30,New Ethan,1,0,0,1,0,1,1
66,750,880,9815.99,2023-12-20,East Diana,1,1,0,0,0,1,0
476,751,73,4145.44,2024-10-19,Powellland,1,0,0,1,0,1,1
173,752,819,4676.44,2024-05-06,Jillmouth,0,0,0,1,0,1,1
573,753,704,6290.98,2024-08-13,Vanessastad,1,0,0,0,0,1,1
760,753,646,7646.19,2024-09-20,Donaldhaven,1,0,0,0,0,1,0
662,754,530,7283.99,2024-09-10,Stephanieton,1,0,0,1,1,0,1
776,754,157,3514.13,2023-12-05,Mosleytown,0,0,0,1,0,0,1
677,755,301,3542.88,2024-04-09,Edwardburgh,0,0,0,0,0,1,0
895,755,546,1825.81,2024-05-19,Armstrongfurt,1,0,0,0,1,1,0
532,757,563,459.49,2023-12-01,Jonesburgh,0,0,0,0,0,0,1
4,760,34,3063.09,2024-05-31,Lake Davidville,0,0,0,0,0,0,0
418,760,311,6915.24,2024-09-19,East Stevenhaven,0,0,0,0,0,0,0
691,760,199,1611.88,2023-12-23,Dalebury,0,0,0,0,0,0,1
29,763,412,317.98,2024-09-01,New Teresaburgh,0,0,0,0,1,0,0
531,763,529,3580.37,2023-12-30,North Kellymouth,0,0,0,0,0,0,0
806,763,520,723.1,2024-11-09,Stevenborough,1,0,0,0,0,0,0
904,765,779,3064.15,2024-04-27,Holmesfurt,0,0,0,0,0,1,1
896,766,835,6338.1,2024-04-25,West Jeffreyhaven,1,0,0,0,0,1,1
726,767,702,3982.78,2024-02-02,Lake Andrew,0,0,0,1,0,1,1
491,768,696,2312.17,2024-03-10,Michellebury,1,0,0,0,0,0,1
794,768,881,3383.69,2024-09-15,Peterstad,1,0,0,0,0,0,1
593,769,122,5868.06,2024-04-06,Stevensonstad,1,0,0,0,1,1,1
375,771,655,2252.73,2024-10-18,South Carl,0,0,1,0,0,1,1
569,771,649,5545.83,2024-04-21,South Jonathan,1,0,1,0,0,1,1
738,771,121,5734.31,2024-10-03,East Jared,1,0,1,0,0,1,0
909,771,132,9648.45,2024-03-22,New Dawn,1,1,1,0,0,1,1
454,772,65,2349.21,2024-04-17,Lake Henry,1,0,0,0,0,1,1
583,773,521,6902.88,2024-05-23,Port Ashley,0,0,0,0,0,1,1
19,775,573,2411.67,2024-06-21,West Sheila,1,0,0,0,0,0,0
167,776,308,2158.33,2024-10-02,West Aaronchester,0,0,0,0,0,0,1
217,777,297,5067.72,2024-07-13,South Shannonton,0,0,0,0,0,1,1
780,777,1001,1075.73,2024-09-03,Elizabethhaven,0,0,0,0,0,1,0
848,778,992,6195.11,2024-03-25,Leetown,0,0,0,0,0,1,1
918,778,184,5358.12,2024-11-04,East Kristin,1,0,0,0,0,1,0
632,779,517,4705.28,2024-06-29,New Angelafurt,1,0,0,0,0,1,1
310,780,844,1773.87,2024-07-26,East Robert,1,0,0,0,0,1,1
545,780,808,9452.52,2024-08-28,South Thomasstad,0,1,0,0,0,1,0
645,780,928,4610.14,2024-03-16,Veronicaton,1,0,0,0,0,1,1
991,781,978,5839.21,2023-12-11,Greenchester,1,0,0,1,0,0,0
183,784,807,7294.25,2024-04-05,Forbesmouth,1,0,1,1,0,1,1
609,784,709,4580.7,2024-05-22,New Angieton,0,0,1,1,0,1,1
644,784,413,5950.8,2024-11-06,Floreston,0,0,1,1,0,1,0
680,784,978,2383.42,2023-12-20,West Ryantown,1,0,1,1,0,1,0
825,784,251,3601.2,2024-11-22,Rogershaven,0,0,1,1,0,1,1
846,784,343,6969.96,2024-09-06,South Adrian,1,0,1,1,0,1,0
155,785,167,4329.02,2024-07-17,Josephfurt,1,0,0,0,0,0,1
438,785,378,1877.07,2024-01-10,Barbarastad,1,0,0,0,0,0,0
962,785,501,9921.79,2024-09-09,East Brendashire,0,1,0,0,0,0,1
35,786,958,9716.82,2024-04-24,West Christine,1,1,1,1,0,1,1
55,786,885,2108.26,2024-10-25,Hillland,1,0,1,1,0,1,1
544,786,544,1561.0,2024-04-10,New Christina,0,0,1,1,0,1,0
772,786,199,8266.1,2024-04-09,Lake Rodney,0,0,1,1,0,1,1
801,786,459,1412.78,2024-04-27,Ramirezborough,0,0,1,1,0,1,1
688,787,455,5671.71,2023-12-31,Lake Erik,1,0,0,0,0,0,1
823,787,438,5000.76,2024-05-22,Michaelburgh,1,0,0,0,0,0,0
455,788,838,6827.54,2024-11-07,Port Kathyfort,0,0,0,1,1,0,1
756,788,215,2240.69,2023-12-14,Lake Dominique,1,0,0,1,0,0,0
189,789,649,2872.43,2024-03-30,Mitchellview,0,0,0,0,0,0,1
360,789,327,3529.98,2024-09-24,East Hannah,0,0,0,0,0,0,0
473,791,232,5298.63,2024-02-23,Youngstad,0,0,0,0,1,0,0
38,792,534,8929.57,2023-12-10,Dawnberg,0,0,0,0,0,0,1
104,793,804,8028.85,2023-12-01,Sarahport,0,0,0,0,0,1,0
496,793,442,1836.22,2024-05-24,South Kimberlystad,1,0,0,0,0,1,1
612,795,148,7837.58,2024-09-17,Port Shannonhaven,1,0,0,1,0,0,1
779,795,891,5145.84,2024-09-21,Lake Sarah,0,0,0,1,0,0,0
408,797,652,4704.76,2024-08-20,West Sharonburgh,1,0,0,1,0,0,1
182,798,393,7436.33,2024-07-07,West Travis,1,0,0,0,0,1,1
524,799,390,1638.54,2024-05-23,Aaronland,0,0,0,0,0,1,0
79,800,92,7900.33,2024-01-12,Tracybury,0,0,0,0,0,1,1
204,800,164,6004.44,2024-05-18,New Jenniferbury,1,0,0,0,0,1,0
913,801,1009,9880.61,2024-09-08,Smithfort,0,1,0,1,0,1,0
134,802,812,6790.96,2024-07-13,Robertview,0,0,0,0,0,1,0
305,802,947,6191.57,2024-01-03,Ryanton,1,0,0,0,0,1,0
626,803,615,8829.18,2024-01-31,South Elizabethborough,1,0,0,0,1,1,0
415,804,730,6134.69,2024-02-18,West Aaron,0,0,0,0,0,1,1
594,804,964,3058.48,2023-12-24,Rossfort,0,0,0,0,0,1,0
947,804,71,7698.37,2024-04-17,Port Amanda,0,0,0,0,0,1,1
61,806,866,1686.19,2024-10-08,Karenshire,1,0,0,1,0,1,1
207,806,666,1190.01,2024-04-15,Lake Stacey,1,0,0,1,0,1,1
154,809,751,8457.56,2024-10-31,Holtberg,1,0,0,1,1,1,0
552,810,311,146.95,2024-05-28,South David,1,0,0,1,0,0,0
447,812,719,8165.41,2023-11-26,Davidton,1,0,0,1,0,1,0
972,813,859,2592.12,2024-03-28,Kristenborough,1,0,0,0,0,1,1
267,815,615,231.34,2024-04-22,Lake Danielfort,1,0,0,0,1,0,0
630,815,78,6139.61,2024-05-11,Edwardsburgh,0,0,0,0,0,0,0
170,816,999,1015.55,2024-04-30,North Michael,1,0,0,0,0,1,1
49,817,869,5989.25,2024-08-05,Port Dawnmouth,1,0,0,0,0,0,1
675,817,18,2078.07,2024-07-12,New Carolbury,1,0,0,0,1,0,1
811,817,485,2050.93,2023-11-29,West Anthonymouth,0,0,0,0,0,0,0
81,819,947,8982.05,2024-04-29,Lake Shawnfort,0,0,0,0,0,1,0
393,819,539,2932.77,2024-09-09,North Kristopherborough,0,0,0,0,0,1,1
416,821,556,905.28,2024-10-14,Christineburgh,0,0,0,0,0,1,0
160,822,955,251.09,2024-11-07,Matthewville,1,0,0,0,1,1,1
385,822,469,6405.71,2024-08-20,South Kyleburgh,1,0,0,0,0,1,1
559,824,364,3637.94,2024-03-11,Toddbury,0,0,0,0,0,1,1
984,824,263,3953.74,2024-03-03,Hamptonfort,1,0,0,0,0,1,0
781,825,573,1914.77,2024-09-08,Lake Jamesside,1,0,0,0,0,1,0
281,826,730,2299.1,2024-08-01,South Taylorton,0,0,0,0,0,1,1
424,826,119,1499.77,2023-12-14,South Markbury,0,0,0,0,0,1,1
535,829,143,4336.54,2024-08-13,North Stephenmouth,1,0,0,1,0,1,1
50,830,232,4156.85,2024-10-03,West Hectorside,1,0,0,0,1,1,0
458,830,141,3517.29,2024-10-10,Lake Brittanyfort,0,0,0,0,0,1,1
195,831,138,592.82,2024-01-22,North Thomas,1,0,0,0,0,0,1
869,831,290,4776.3,2024-01-04,Suefurt,1,0,0,0,0,0,1
952,831,862,89.41,2024-09-25,Careymouth,1,0,0,0,0,0,1
613,832,396,4102.58,2024-07-29,North Scott,0,0,0,0,1,1,1
949,832,71,7498.01,2024-03-15,Johnsonville,0,0,0,0,0,1,1
65,833,261,8205.8,2024-10-05,West Eric,0,0,0,1,0,1,1
782,833,622,1767.03,2024-05-30,New Kelly,0,0,0,1,0,1,1
226,834,199,6060.93,2024-11-01,South Tyler,1,0,0,1,0,1,1
15,835,482,7263.75,2024-02-04,Amychester,1,0,0,0,0,0,0
614,835,185,6958.26,2024-07-16,Cookport,0,0,0,0,0,0,1
722,835,973,6633.27,2023-12-11,North Anna,0,0,0,0,0,0,1
410,837,712,2593.23,2024-08-28,Cruzberg,0,0,0,0,0,0,1
286,838,511,5490.4,2024-03-08,Jamesborough,1,0,0,0,1,0,0
752,838,743,6738.57,2024-04-24,Port Lauren,1,0,0,0,1,0,0
135,839,299,700.83,2023-12-07,East Priscillaville,0,0,0,0,0,1,1
150,841,328,7183.23,2024-01-13,New Elijahfurt,0,0,0,1,0,0,1
261,841,900,349.8,2024-06-16,Maldonadobury,0,0,0,1,0,0,1
498,841,640,1120.76,2024-09-04,Jonathanview,1,0,0,1,0,0,1
461,842,859,2187.11,2024-07-18,Nicolefurt,0,0,0,1,0,1,1
456,843,195,9673.62,2024-08-26,West Christy,0,1,0,1,0,1,1
345,844,775,1439.14,2024-06-20,Katrinamouth,1,0,0,0,0,1,0
481,846,144,3144.19,2024-04-26,Smithchester,1,0,0,0,0,0,0
657,846,631,4152.67,2024-11-08,East David,0,0,0,0,0,0,1
939,846,103,5547.11,2024-04-17,Williamsfort,1,0,0,0,0,0,1
129,849,788,5801.69,2024-10-30,New Christy,1,0,0,0,0,0,1
469,849,93,9442.85,2024-01-10,Katherinetown,0,1,0,0,0,0,1
769,849,198,6784.09,2024-10-26,East Jessicaberg,0,0,0,0,0,0,1
184,850,528,7931.63,2024-04-24,Garrettchester,0,0,0,0,0,1,1
225,850,341,894.85,2024-10-15,North Frankside,0,0,0,0,0,1,1
127,851,397,6121.95,2024-10-29,New Tylerstad,0,0,0,0,0,1,1
371,851,504,1372.39,2024-05-17,Markchester,0,0,0,0,0,1,1
562,852,648,8163.48,2024-01-09,Haroldstad,0,0,0,0,0,0,0
58,853,487,297.33,2024-03-19,North Brian,1,0,0,0,0,1,0
218,853,850,6649.57,2024-11-03,Coleland,0,0,0,0,0,1,1
592,855,313,6540.42,2024-11-04,Brewermouth,1,0,0,0,0,1,1
618,855,543,9829.68,2024-08-10,South Kennethtown,0,1,0,0,1,1,1
80,857,578,862.82,2024-06-07,Jeffreyburgh,0,0,0,0,1,1,1
676,857,865,1594.56,2024-05-25,North Kaylatown,0,0,0,0,0,1,1
813,857,238,2708.88,2024-06-19,Wesleystad,1,0,0,0,1,1,1
683,859,612,7303.01,2024-08-25,Marvinchester,1,0,0,1,0,1,1
866,859,82,5390.74,2023-12-09,West Matthew,1,0,0,1,0,1,0
922,860,71,977.82,2024-01-15,Lake Lindseyland,1,0,0,1,0,0,1
595,861,470,7733.22,2024-08-19,Philliphaven,1,0,0,0,1,1,1
414,864,160,2697.79,2024-10-25,Josephfurt,0,0,0,0,0,1,0
728,864,610,877.68,2024-01-12,North Jeffrey,0,0,0,0,0,1,1
321,866,575,7262.49,2024-06-22,South Candace,1,0,0,0,1,1,1
673,866,485,3361.84,2024-06-29,Wilsonton,0,0,0,0,0,1,0
145,867,483,1524.59,2023-12-01,Port Charles,0,0,0,0,0,1,0
449,867,776,6112.06,2024-06-17,West Michaelside,0,0,0,0,1,1,0
380,868,48,9931.19,2024-11-16,Rodriguezberg,1,1,0,1,0,1,1
411,870,211,3973.95,2024-04-01,Mooremouth,0,0,0,0,0,0,0
865,871,416,922.06,2024-05-27,Patrickland,0,0,0,1,0,1,1
755,872,255,8596.02,2024-10-30,Frankville,0,0,0,1,0,0,0
42,876,744,7334.72,2023-12-16,Lake Kennethland,1,0,0,1,0,0,1
729,876,1009,3094.83,2024-08-04,North Courtneyview,0,0,0,1,0,0,0
507,877,919,2107.14,2024-10-21,Taylorbury,0,0,0,1,0,1,1
56,878,530,4374.64,2024-10-08,South Troyview,0,0,0,0,1,1,1
905,878,54,5750.59,2024-06-04,Lake Joseph,1,0,0,0,0,1,1
219,881,324,9397.79,2024-05-18,Freemanhaven,0,1,0,0,0,0,1
809,881,638,4560.93,2024-02-24,Lake Nicolemouth,1,0,0,0,0,0,1
383,883,354,2330.52,2024-11-06,New Andrewview,0,0,0,0,0,0,1
8,884,779,878.54,2024-10-12,Williamsview,0,0,0,0,0,0,1
46,886,803,2446.46,2024-09-09,Tracyburgh,0,0,0,1,0,1,0
692,886,416,300.61,2024-06-10,Ericaberg,0,0,0,1,0,1,1
785,886,231,6704.43,2024-02-09,North David,0,0,0,1,0,1,0
206,887,499,7506.58,2024-05-14,Port Nicholasshire,1,0,0,0,1,0,0
640,888,320,9434.14,2023-12-07,South Peter,1,1,0,0,0,0,1
702,888,639,1081.23,2023-12-22,East Sonia,1,0,0,0,1,0,1
886,889,676,3445.8,2024-09-20,Joseview,0,0,0,0,0,1,1
400,892,323,6753.55,2024-06-09,Sarahland,1,0,0,0,0,1,1
778,896,629,2090.42,2024-06-22,New Tami,1,0,0,0,0,0,0
633,897,938,7949.59,2024-03-21,South Donald,0,0,0,0,0,1,1
978,898,376,7676.75,2023-12-19,Ruizton,0,0,0,0,0,0,1
140,899,1007,4093.14,2024-04-21,South Colton,1,0,0,1,0,1,0
495,903,112,3955.59,2023-12-09,Stevensontown,1,0,0,0,0,0,0
997,906,532,3062.71,2024-04-12,Brownfurt,1,0,0,0,0,1,1
391,907,449,8743.29,2024-09-17,New Kelly,0,0,0,0,1,0,0
979,907,874,8529.58,2024-03-08,West Justinchester,1,0,0,0,0,0,1
695,909,133,6395.74,2024-08-09,South Sharon,1,0,0,0,0,1,1
862,909,799,7158.82,2024-05-25,North Markshire,0,0,0,0,0,1,1
990,909,311,6013.79,2024-06-19,Tinaside,1,0,0,0,0,1,0
714,910,181,6176.08,2024-08-14,Kathyborough,1,0,0,1,0,1,1
745,910,930,2575.72,2024-10-10,East Miguel,1,0,0,1,0,1,1
249,911,997,3963.45,2024-09-02,New Danielle,1,0,0,1,0,1,1
704,911,336,3654.79,2024-07-27,North Chrisport,1,0,0,1,0,1,1
724,911,996,6140.46,2023-12-12,West Christopher,1,0,0,1,0,1,1
575,912,365,1732.45,2024-01-07,North Ryan,1,0,0,1,0,0,1
250,913,601,5122.28,2024-01-09,Wilsonview,0,0,0,0,0,0,1
565,915,395,4905.83,2024-08-29,New Mollyburgh,0,0,0,0,1,0,0
116,916,749,4305.09,2024-09-04,Ryanberg,1,0,0,0,0,0,0
576,916,683,4826.96,2024-04-22,West Scottborough,1,0,0,0,0,0,0
580,917,809,7548.75,2024-09-05,Barajasville,1,0,0,1,1,0,1
587,917,618,7964.42,2024-10-01,East Debramouth,1,0,0,1,0,0,0
664,917,235,7017.66,2024-04-23,West Krista,1,0,0,1,0,0,0
721,923,863,882.71,2024-09-28,Amybury,0,0,0,1,0,1,0
888,923,631,6436.33,2024-06-25,Port Kristy,0,0,0,1,0,1,1
266,924,176,6913.32,2024-05-20,North Douglas,0,0,0,0,1,1,1
768,924,486,1861.01,2024-02-15,East Nicholasmouth,0,0,0,0,1,1,0
186,926,301,784.93,2024-05-27,Lake Natashaport,0,0,0,1,0,1,0
470,926,212,6761.3,2024-03-10,Shanebury,1,0,0,1,0,1,1
707,928,399,6768.72,2024-01-23,New Erica,0,0,0,1,1,0,0
339,929,439,9104.47,2024-05-29,Michelleland,0,1,0,0,1,1,0
344,929,845,7643.69,2024-08-29,North Clarence,0,0,0,0,1,1,0
147,930,986,1591.87,2024-06-06,Mcdanielland,1,0,0,1,0,0,0
188,930,5,9855.67,2024-07-12,Brianville,0,1,0,1,1,0,1
599,930,891,5153.49,2024-02-03,South Antonio,1,0,0,1,0,0,0
608,934,399,5625.84,2023-11-30,North Shari,0,0,0,0,1,1,0
777,935,401,1234.38,2024-07-10,Thomasberg,0,0,0,0,0,0,0
480,936,780,2237.84,2024-08-02,Lake Ericborough,1,0,0,1,0,0,0
64,937,912,270.54,2024-06-11,Port Ian,0,0,0,0,0,1,1
808,937,616,4419.71,2024-01-28,Jenniferport,0,0,0,0,0,1,1
107,939,622,520.42,2024-11-19,Morganville,1,0,0,0,0,1,1
205,941,147,3343.46,2024-09-02,New Christine,0,0,0,1,1,0,1
229,941,588,9505.54,2024-09-19,Browntown,1,1,0,1,0,0,1
783,943,631,8656.6,2023-12-16,Rasmussenborough,0,0,0,0,0,1,1
349,944,602,8195.84,2024-06-20,North Bridget,0,0,0,0,0,0,1
370,946,745,4449.37,2024-10-09,East Scottmouth,0,0,0,0,0,0,0
948,948,696,688.99,2023-12-25,West Bobby,0,0,0,0,0,0,1
125,952,605,663.35,2024-03-15,West Benjaminside,1,0,0,0,0,0,1
933,953,760,9532.44,2024-09-29,Allenmouth,0,1,0,0,0,1,1
93,955,201,3331.77,2024-11-19,Garzafurt,1,0,1,0,0,0,1
522,955,678,1472.49,2024-01-07,North Victoria,1,0,1,0,0,0,0
568,955,128,5367.5,2024-11-02,Reidmouth,0,0,1,0,0,0,1
871,955,406,1191.51,2023-12-30,Cookshire,0,0,1,0,0,0,1
213,956,939,8857.61,2024-10-22,Patriciaport,0,0,0,0,1,0,1
359,957,988,6103.91,2024-05-24,New Angelaburgh,1,0,0,1,0,1,1
397,957,720,5760.31,2024-08-24,New Courtneyborough,1,0,0,1,0,1,1
27,958,465,875.61,2024-02-18,East Ashley,1,0,0,0,0,1,1
162,958,393,1077.9,2024-08-16,Port Heatherton,0,0,0,0,0,1,1
501,958,809,9994.12,2024-03-03,West Tara,1,1,0,0,1,1,1
873,960,646,6711.31,2024-11-07,North Laurenmouth,1,0,0,1,0,1,0
271,961,944,9821.71,2024-03-12,Jacksontown,0,1,0,1,0,1,1
2,962,234,4228.66,2024-07-22,West Jasonberg,1,0,0,0,0,1,0
343,963,550,1164.52,2024-05-05,Devonside,1,0,0,0,0,0,0
589,963,896,5682.56,2024-01-28,Joannfurt,1,0,0,0,0,0,1
146,965,961,26.65,2024-04-01,Lake Hannah,0,0,0,1,0,1,0
304,965,278,5483.55,2024-06-19,Taylorberg,1,0,0,1,1,1,1
672,965,33,6296.23,2024-03-14,Michaelport,1,0,0,1,0,1,1
88,966,52,8320.39,2024-01-15,North Sheila,1,0,0,0,0,1,1
908,966,286,4274.36,2024-10-25,Jacobchester,1,0,0,0,0,1,1
919,966,704,9529.77,2024-05-18,East Johnfurt,1,1,0,0,0,1,1
581,969,851,3273.65,2023-12-04,North Cameron,0,0,0,1,0,1,1
764,972,611,2334.6,2024-03-31,Smithmouth,0,0,0,0,0,1,0
579,973,619,2296.82,2024-11-01,Laurenton,1,0,0,1,0,1,1
638,974,980,3735.99,2024-10-13,East Elizabeth,1,0,0,0,0,0,1
119,978,675,5689.5,2024-05-06,West Christine,1,0,0,0,0,0,1
211,980,111,8721.51,2023-12-11,West Faith,1,0,0,0,0,1,0
277,981,146,2569.61,2024-07-09,New Josephborough,0,0,0,0,0,0,1
32,982,561,6043.12,2024-01-18,North Kathyborough,0,0,0,0,0,1,1
39,987,98,972.24,2024-02-29,Rodgersport,1,0,0,0,1,1,1
260,987,355,2042.59,2024-05-15,South Briannaport,0,0,0,0,0,1,0
945,987,440,5040.11,2024-03-21,New Cynthiafort,1,0,0,0,0,1,1
854,988,848,694.14,2024-11-09,Port Mirandaside,1,0,0,0,1,1,1
216,989,879,6409.55,2024-06-18,West Lisaborough,1,0,0,0,0,1,1
935,989,619,7418.45,2024-08-05,Juliehaven,0,0,0,0,0,1,1
315,990,120,2798.56,2024-04-02,Hardinland,0,0,0,0,1,0,0
333,994,65,1756.98,2024-03-03,Lake Lindaside,0,0,0,0,0,0,1
761,995,821,3571.16,2024-02-19,West Mark,1,0,0,0,0,0,1
63,996,749,6192.07,2024-11-19,New Jesse,0,0,0,0,0,1,0
713,996,906,7318.22,2024-04-27,Port David,1,0,0,0,0,1,1
47,998,626,6332.92,2024-11-01,Jacobside,0,0,0,0,0,1,1
542,999,408,9429.64,2024-09-11,Schultzbury,1,1,0,1,0,0,0
