bank_id,name,region,compliance_score,txn_frequency,avg_txn_amount,total_txn_amount,high_risk_txn_count,high_risk_txn_pct,sanctioned_account_count,bank_risk_score,risk_rank
67,Bank 67,East,0.82,0,,0.0,0,,1,17.2,734
197,Bank 197,West,0.57,0,,0.0,0,,0,17.2,734
373,Bank 373,East,0.82,1,5398.38,5398.38,0,0.0,1,17.2,734
489,Bank 489,West,0.57,0,,0.0,0,,0,17.2,734
574,Bank 574,West,0.82,0,,0.0,0,,1,17.2,734
867,Bank 867,East,0.57,2,7379.76,14759.52,0,0.0,0,17.2,734
115,Bank 115,East,0.58,0,,0.0,0,,0,16.8,743
118,Bank 118,South,0.58,0,,0.0,0,,0,16.8,743
161,Bank 161,East,0.58,0,,0.0,0,,0,16.8,743
284,Bank 284,East,0.83,0,,0.0,0,,1,16.8,743
344,Bank 344,West,0.83,0,,0.0,0,,1,16.8,743
361,Bank 361,East,0.83,0,,0.0,0,,1,16.8,743
478,Bank 478,South,0.83,0,,0.0,0,,1,16.8,743
486,Bank 486,North,0.58,1,1861.01,1861.01,0,0.0,0,16.8,743
572,Bank 572,East,0.58,0,,0.0,0,,0,16.8,743
725,Bank 725,North,0.83,1,9293.79,9293.79,0,0.0,1,16.8,743
916,Bank 916,South,0.83,0,,0.0,0,,1,16.8,743
934,Bank 934,East,0.58,1,3910.84,3910.84,0,0.0,0,16.8,743
971,Bank 971,South,0.83,1,5881.23,5881.23,0,0.0,1,16.8,743
63,Bank 63,North,0.84,0,,0.0,0,,1,16.4,756
206,Bank 206,East,0.84,1,5504.76,5504.76,0,0.0,1,16.4,756
296,Bank 296,East,0.84,0,,0.0,0,,1,16.4,756
334,Bank 334,East,0.59,0,,0.0,0,,0,16.4,756
439,Bank 439,West,0.59,1,9104.47,9104.47,0,0.0,0,16.4,756
523,Bank 523,North,0.59,2,5299.07,10598.15,0,0.0,0,16.4,756
655,Bank 655,East,0.84,2,2504.95,5009.91,0,0.0,1,16.4,756
810,Bank 810,North,0.59,0,,0.0,0,,0,16.4,756
892,Bank 892,North,0.84,0,,0.0,0,,1,16.4,756
919,Bank 919,West,0.84,2,4326.48,8652.96,0,0.0,1,16.4,756
969,Bank 969,East,0.97,2,5140.39,10280.77,1,50.0,0,16.2,766
38,Bank 38,West,0.6,0,,0.0,0,,0,16.0,767
107,Bank 107,North,0.6,1,9172.74,9172.74,0,0.0,0,16.0,767
337,Bank 337,West,0.6,0,,0.0,0,,0,16.0,767
354,Bank 354,East,0.85,1,2330.52,2330.52,0,0.0,1,16.0,767
494,Bank 494,North,0.85,0,,0.0,0,,1,16.0,767
648,Bank 648,North,0.6,1,8163.48,8163.48,0,0.0,0,16.0,767
662,Bank 662,East,0.85,1,1075.12,1075.12,0,0.0,1,16.0,767
887,Bank 887,North,0.85,0,,0.0,0,,1,16.0,767
948,Bank 948,South,0.6,0,,0.0,0,,0,16.0,767
81,Bank 81,South,0.86,1,5835.83,5835.83,0,0.0,1,15.6,776
85,Bank 85,North,0.86,0,,0.0,0,,1,15.6,776
169,Bank 169,North,0.86,0,,0.0,0,,1,15.6,776
281,Bank 281,North,0.61,0,,0.0,0,,0,15.6,776
641,Bank 641,West,0.61,1,2355.94,2355.94,0,0.0,0,15.6,776
697,Bank 697,North,0.61,3,7397.36,22192.09,0,0.0,0,15.6,776
987,Bank 987,North,0.61,0,,0.0,0,,0,15.6,776
6,Phillips Ltd,North,0.62,0,,0.0,0,,0,15.2,783
19,Bank 19,West,0.62,1,31.68,31.68,0,0.0,0,15.2,783
398,Bank 398,East,0.87,1,8851.2,8851.2,0,0.0,1,15.2,783
936,Bank 936,North,0.62,1,5501.76,5501.76,0,0.0,0,15.2,783
101,Bank 101,West,1.0,2,6267.67,12535.34,1,50.0,0,15.0,787
25,Bank 25,North,0.63,2,9120.91,18241.82,0,0.0,0,14.8,788
374,Bank 374,South,0.88,0,,0.0,0,,1,14.8,788
430,Bank 430,East,0.88,0,,0.0,0,,1,14.8,788
529,Bank 529,North,0.63,1,3580.37,3580.37,0,0.0,0,14.8,788
609,Bank 609,East,0.63,1,2721.97,2721.97,0,0.0,0,14.8,788
643,Bank 643,South,0.63,0,,0.0,0,,0,14.8,788
747,Bank 747,North,0.88,1,1946.99,1946.99,0,0.0,1,14.8,788
841,Bank 841,East,0.63,0,,0.0,0,,0,14.8,788
964,Bank 964,South,0.63,2,3261.18,6522.37,0,0.0,0,14.8,788
114,Bank 114,South,0.64,1,5406.76,5406.76,0,0.0,0,14.4,797
270,Bank 270,North,0.64,2,6418.24,12836.49,0,0.0,0,14.4,797
291,Bank 291,North,0.89,0,,0.0,0,,1,14.4,797
358,Bank 358,South,0.89,0,,0.0,0,,1,14.4,797
443,Bank 443,North,0.89,0,,0.0,0,,1,14.4,797
28,Bank 28,East,0.65,0,,0.0,0,,0,14.0,802
179,Bank 179,East,0.65,1,1789.34,1789.34,0,0.0,0,14.0,802
339,Bank 339,North,0.65,0,,0.0,0,,0,14.0,802
602,Bank 602,East,0.9,3,6759.39,20278.18,0,0.0,1,14.0,802
819,Bank 819,North,0.9,1,4676.44,4676.44,0,0.0,1,14.0,802
820,Bank 820,South,0.9,0,,0.0,0,,1,14.0,802
917,Bank 917,South,0.65,0,,0.0,0,,0,14.0,802
962,Bank 962,South,0.9,1,1070.63,1070.63,0,0.0,1,14.0,802
229,Bank 229,South,0.66,0,,0.0,0,,0,13.6,810
322,Bank 322,West,0.91,2,2317.24,4634.49,0,0.0,1,13.6,810
476,Bank 476,North,0.91,0,,0.0,0,,1,13.6,810
526,Bank 526,West,0.66,0,,0.0,0,,0,13.6,810
718,Bank 718,East,0.66,0,,0.0,0,,0,13.6,810
895,Bank 895,North,0.91,1,1603.76,1603.76,0,0.0,1,13.6,810
392,Bank 392,South,0.92,2,5665.15,11330.29,0,0.0,1,13.2,816
418,Bank 418,East,0.92,0,,0.0,0,,1,13.2,816
773,Bank 773,West,0.92,0,,0.0,0,,1,13.2,816
894,Bank 894,North,0.67,0,,0.0,0,,0,13.2,816
949,Bank 949,South,0.92,0,,0.0,0,,1,13.2,816
301,Bank 301,South,0.93,3,1510.62,4531.87,1,33.33,0,12.8,821
318,Bank 318,South,0.93,3,3755.33,11265.98,1,33.33,0,12.8,821
626,Bank 626,North,0.93,1,6332.92,6332.92,0,0.0,1,12.8,821
644,Bank 644,East,0.68,0,,0.0,0,,0,12.8,821
735,Bank 735,East,0.93,0,,0.0,0,,1,12.8,821
770,Bank 770,South,0.68,0,,0.0,0,,0,12.8,821
846,Bank 846,East,0.93,1,6524.94,6524.94,0,0.0,1,12.8,821
893,Bank 893,North,0.93,0,,0.0,0,,1,12.8,821
938,Bank 938,East,0.93,2,5752.04,11504.08,0,0.0,1,12.8,821
972,Bank 972,South,0.68,0,,0.0,0,,0,12.8,821
142,Bank 142,West,0.69,0,,0.0,0,,0,12.4,831
192,Bank 192,North,0.94,0,,0.0,0,,1,12.4,831
295,Bank 295,East,0.69,0,,0.0,0,,0,12.4,831
577,Bank 577,East,0.94,0,,0.0,0,,1,12.4,831
593,Bank 593,West,0.94,0,,0.0,0,,1,12.4,831
690,Bank 690,West,0.69,1,6212.61,6212.61,0,0.0,0,12.4,831
889,Bank 889,North,0.69,0,,0.0,0,,0,12.4,831
1004,Bank 1004,South,0.94,0,,0.0,0,,1,12.4,831
60,Bank 60,South,0.95,2,5861.36,11722.73,0,0.0,1,12.0,839
69,Bank 69,East,0.7,0,,0.0,0,,0,12.0,839
186,Bank 186,North,0.7,0,,0.0,0,,0,12.0,839
501,Bank 501,North,0.95,2,7526.51,15053.01,0,0.0,1,12.0,839
505,Bank 505,East,0.7,0,,0.0,0,,0,12.0,839
611,Bank 611,South,0.7,1,2334.6,2334.6,0,0.0,0,12.0,839
634,Bank 634,South,0.95,1,4794.33,4794.33,0,0.0,1,12.0,839
726,Bank 726,North,0.95,0,,0.0,0,,1,12.0,839
761,Bank 761,East,0.7,1,5704.79,5704.79,0,0.0,0,12.0,839
785,Bank 785,East,0.95,0,,0.0,0,,1,12.0,839
956,Bank 956,East,0.95,1,1549.96,1549.96,0,0.0,1,12.0,839
371,Bank 371,North,0.96,0,,0.0,0,,1,11.6,850
372,Bank 372,North,0.71,0,,0.0,0,,0,11.6,850
542,Bank 542,West,0.96,1,463.15,463.15,0,0.0,1,11.6,850
544,Bank 544,North,0.71,1,1561.0,1561.0,0,0.0,0,11.6,850
624,Bank 624,East,0.71,0,,0.0,0,,0,11.6,850
660,Bank 660,East,0.71,1,5965.7,5965.7,0,0.0,0,11.6,850
796,Bank 796,East,0.71,0,,0.0,0,,0,11.6,850
1009,Bank 1009,West,0.71,2,6487.72,12975.44,0,0.0,0,11.6,850
27,Bank 27,East,0.97,1,2764.94,2764.94,0,0.0,1,11.2,858
180,Bank 180,West,0.72,1,9261.44,9261.44,0,0.0,0,11.2,858
211,Bank 211,South,0.72,1,3973.95,3973.95,0,0.0,0,11.2,858
299,Bank 299,South,0.97,1,700.83,700.83,0,0.0,1,11.2,858
335,Bank 335,West,0.97,0,,0.0,0,,1,11.2,858
350,Bank 350,West,0.72,0,,0.0,0,,0,11.2,858
406,Bank 406,West,0.97,1,1191.51,1191.51,0,0.0,1,11.2,858
553,Bank 553,West,0.97,0,,0.0,0,,1,11.2,858
576,Bank 576,West,0.97,1,6208.19,6208.19,0,0.0,1,11.2,858
663,Bank 663,North,0.97,0,,0.0,0,,1,11.2,858
799,Bank 799,West,0.97,1,7158.82,7158.82,0,0.0,1,11.2,858
802,Bank 802,East,0.72,2,1559.34,3118.67,0,0.0,0,11.2,858
813,Bank 813,South,0.72,0,,0.0,0,,0,11.2,858
828,Bank 828,South,0.97,1,554.61,554.61,0,0.0,1,11.2,858
839,Bank 839,West,0.72,0,,0.0,0,,0,11.2,858
863,Bank 863,South,0.72,1,882.71,882.71,0,0.0,0,11.2,858
911,Bank 911,East,0.97,0,,0.0,0,,1,11.2,858
178,Bank 178,North,0.73,0,,0.0,0,,0,10.8,875
366,Bank 366,South,0.98,0,,0.0,0,,1,10.8,875
428,Bank 428,West,0.73,0,,0.0,0,,0,10.8,875
462,Bank 462,North,0.98,0,,0.0,0,,1,10.8,875
642,Bank 642,North,0.73,0,,0.0,0,,0,10.8,875
679,Bank 679,North,0.98,0,,0.0,0,,1,10.8,875
692,Bank 692,North,0.98,0,,0.0,0,,1,10.8,875
811,Bank 811,West,0.73,0,,0.0,0,,0,10.8,875
815,Bank 815,South,0.73,0,,0.0,0,,0,10.8,875
905,Bank 905,East,0.73,1,7277.08,7277.08,0,0.0,0,10.8,875
998,Bank 998,East,0.73,0,,0.0,0,,0,10.8,875
86,Bank 86,North,0.74,0,,0.0,0,,0,10.4,886
172,Bank 172,West,0.99,0,,0.0,0,,1,10.4,886
261,Bank 261,North,0.99,1,8205.8,8205.8,0,0.0,1,10.4,886
382,Bank 382,South,0.74,0,,0.0,0,,0,10.4,886
384,Bank 384,North,0.99,0,,0.0,0,,1,10.4,886
419,Bank 419,South,0.99,0,,0.0,0,,1,10.4,886
37,Bank 37,South,0.75,0,,0.0,0,,0,10.0,892
78,Bank 78,West,0.75,1,6139.61,6139.61,0,0.0,0,10.0,892
204,Bank 204,South,1.0,0,,0.0,0,,1,10.0,892
256,Bank 256,East,0.75,2,2849.57,5699.14,0,0.0,0,10.0,892
459,Bank 459,North,1.0,1,1412.78,1412.78,0,0.0,1,10.0,892
498,Bank 498,South,0.75,0,,0.0,0,,0,10.0,892
632,Bank 632,East,1.0,1,2841.25,2841.25,0,0.0,1,10.0,892
674,Bank 674,North,0.75,0,,0.0,0,,0,10.0,892
676,Bank 676,West,1.0,1,3445.8,3445.8,0,0.0,1,10.0,892
752,Bank 752,East,0.75,1,2115.49,2115.49,0,0.0,0,10.0,892
786,Bank 786,South,0.75,0,,0.0,0,,0,10.0,892
805,Bank 805,North,0.75,1,3364.09,3364.09,0,0.0,0,10.0,892
832,Bank 832,South,0.75,0,,0.0,0,,0,10.0,892
861,Bank 861,North,0.75,0,,0.0,0,,0,10.0,892
904,Bank 904,West,0.75,0,,0.0,0,,0,10.0,892
943,Bank 943,North,1.0,2,2061.71,4123.42,0,0.0,1,10.0,892
21,Bank 21,South,0.76,0,,0.0,0,,0,9.6,908
310,Bank 310,South,0.76,0,,0.0,0,,0,9.6,908
522,Bank 522,East,0.76,0,,0.0,0,,0,9.6,908
541,Bank 541,East,0.76,0,,0.0,0,,0,9.6,908
878,Bank 878,North,0.76,0,,0.0,0,,0,9.6,908
327,Bank 327,West,0.77,2,5431.07,10862.14,0,0.0,0,9.2,913
370,Bank 370,North,0.77,0,,0.0,0,,0,9.2,913
390,Bank 390,South,0.77,1,1638.54,1638.54,0,0.0,0,9.2,913
860,Bank 860,North,0.77,1,2903.38,2903.38,0,0.0,0,9.2,913
2,Saunders Ltd,West,0.78,0,,0.0,0,,0,8.8,917
173,Bank 173,East,0.78,1,9432.86,9432.86,0,0.0,0,8.8,917
387,Bank 387,East,0.78,0,,0.0,0,,0,8.8,917
401,Bank 401,West,0.78,2,4826.99,9653.97,0,0.0,0,8.8,917
226,Bank 226,West,0.79,0,,0.0,0,,0,8.4,921
423,Bank 423,South,0.79,1,5006.46,5006.46,0,0.0,0,8.4,921
448,Bank 448,East,0.79,0,,0.0,0,,0,8.4,921
778,Bank 778,East,0.79,0,,0.0,0,,0,8.4,921
931,Bank 931,West,0.79,0,,0.0,0,,0,8.4,921
62,Bank 62,West,0.8,0,,0.0,0,,0,8.0,926
208,Bank 208,West,0.8,0,,0.0,0,,0,8.0,926
595,Bank 595,South,0.8,0,,0.0,0,,0,8.0,926
668,Bank 668,North,0.8,0,,0.0,0,,0,8.0,926
255,Bank 255,East,0.99,4,5640.52,22562.08,1,25.0,0,7.9,930
35,Bank 35,West,0.81,0,,0.0,0,,0,7.6,931
307,Bank 307,North,0.81,0,,0.0,0,,0,7.6,931
491,Bank 491,South,0.81,0,,0.0,0,,0,7.6,931
560,Bank 560,South,0.81,3,5041.7,15125.09,0,0.0,0,7.6,931
661,Bank 661,South,0.81,0,,0.0,0,,0,7.6,931
738,Bank 738,East,0.81,1,6080.06,6080.06,0,0.0,0,7.6,931
946,Bank 946,East,0.81,0,,0.0,0,,0,7.6,931
803,Bank 803,South,0.82,3,1928.47,5785.42,0,0.0,0,7.2,938
791,Bank 791,West,0.83,0,,0.0,0,,0,6.8,939
989,Bank 989,West,0.83,0,,0.0,0,,0,6.8,939
127,Bank 127,East,0.84,0,,0.0,0,,0,6.4,941
353,Bank 353,South,0.84,0,,0.0,0,,0,6.4,941
474,Bank 474,South,0.84,0,,0.0,0,,0,6.4,941
923,Bank 923,North,0.84,0,,0.0,0,,0,6.4,941
942,Bank 942,East,0.84,0,,0.0,0,,0,6.4,941
129,Bank 129,South,0.85,1,7936.13,7936.13,0,0.0,0,6.0,946
99,Bank 99,West,0.86,0,,0.0,0,,0,5.6,947
126,Bank 126,North,0.86,0,,0.0,0,,0,5.6,947
159,Bank 159,West,0.86,0,,0.0,0,,0,5.6,947
183,Bank 183,East,0.86,1,2827.94,2827.94,0,0.0,0,5.6,947
200,Bank 200,West,0.86,0,,0.0,0,,0,5.6,947
445,Bank 445,West,0.86,0,,0.0,0,,0,5.6,947
628,Bank 628,North,0.86,1,6390.85,6390.85,0,0.0,0,5.6,947
757,Bank 757,East,0.86,0,,0.0,0,,0,5.6,947
763,Bank 763,North,0.86,0,,0.0,0,,0,5.6,947
80,Bank 80,West,0.87,1,5550.32,5550.32,0,0.0,0,5.2,956
413,Bank 413,West,0.87,1,5950.8,5950.8,0,0.0,0,5.2,956
961,Bank 961,South,0.87,1,26.65,26.65,0,0.0,0,5.2,956
426,Bank 426,West,0.88,0,,0.0,0,,0,4.8,959
556,Bank 556,South,0.88,3,6156.42,18469.25,0,0.0,0,4.8,959
585,Bank 585,South,0.88,0,,0.0,0,,0,4.8,959
596,Bank 596,North,0.88,0,,0.0,0,,0,4.8,959
742,Bank 742,East,0.88,0,,0.0,0,,0,4.8,959
886,Bank 886,North,0.88,0,,0.0,0,,0,4.8,959
444,Bank 444,North,0.89,1,6674.15,6674.15,0,0.0,0,4.4,965
745,Bank 745,West,0.89,1,4449.37,4449.37,0,0.0,0,4.4,965
4,Jones PLC,North,0.9,0,,0.0,0,,0,4.0,967
11,Bank 11,East,0.9,0,,0.0,0,,0,4.0,967
105,Bank 105,South,0.9,0,,0.0,0,,0,4.0,967
252,Bank 252,South,0.9,0,,0.0,0,,0,4.0,967
269,Bank 269,North,0.9,1,91.22,91.22,0,0.0,0,4.0,967
435,Bank 435,North,0.9,0,,0.0,0,,0,4.0,967
706,Bank 706,East,0.9,0,,0.0,0,,0,4.0,967
224,Bank 224,South,0.91,0,,0.0,0,,0,3.6,974
367,Bank 367,West,0.92,0,,0.0,0,,0,3.2,975
477,Bank 477,North,0.92,0,,0.0,0,,0,3.2,975
506,Bank 506,South,0.92,0,,0.0,0,,0,3.2,975
808,Bank 808,East,0.92,2,5777.99,11555.98,0,0.0,0,3.2,975
131,Bank 131,South,0.93,0,,0.0,0,,0,2.8,979
193,Bank 193,East,0.93,1,117.42,117.42,0,0.0,0,2.8,979
276,Bank 276,North,0.93,0,,0.0,0,,0,2.8,979
277,Bank 277,North,0.93,0,,0.0,0,,0,2.8,979
591,Bank 591,South,0.93,1,2929.82,2929.82,0,0.0,0,2.8,979
672,Bank 672,West,0.93,1,8014.13,8014.13,0,0.0,0,2.8,979
160,Bank 160,South,0.95,2,1810.24,3620.49,0,0.0,0,2.0,985
241,Bank 241,North,0.95,0,,0.0,0,,0,2.0,985
302,Bank 302,East,0.95,0,,0.0,0,,0,2.0,985
680,Bank 680,West,0.95,1,9593.95,9593.95,0,0.0,0,2.0,985
922,Bank 922,East,0.95,1,3690.23,3690.23,0,0.0,0,2.0,985
14,Bank 14,South,0.96,0,,0.0,0,,0,1.6,990
16,Bank 16,South,0.96,1,657.35,657.35,0,0.0,0,1.6,990
231,Bank 231,South,0.96,1,6704.43,6704.43,0,0.0,0,1.6,990
513,Bank 513,South,0.96,1,4390.82,4390.82,0,0.0,0,1.6,990
623,Bank 623,West,0.96,0,,0.0,0,,0,1.6,990
798,Bank 798,East,0.96,0,,0.0,0,,0,1.6,990
274,Bank 274,West,0.97,0,,0.0,0,,0,1.2,996
280,Bank 280,South,0.97,0,,0.0,0,,0,1.2,996
305,Bank 305,East,0.98,0,,0.0,0,,0,0.8,998
368,Bank 368,West,0.98,2,5242.3,10484.59,0,0.0,0,0.8,998
427,Bank 427,South,0.98,0,,0.0,0,,0,0.8,998
714,Bank 714,East,0.98,0,,0.0,0,,0,0.8,998
855,Bank 855,West,0.98,1,2316.97,2316.97,0,0.0,0,0.8,998
954,Bank 954,South,0.98,0,,0.0,0,,0,0.8,998
1005,Bank 1005,North,0.98,1,5113.55,5113.55,0,0.0,0,0.8,998
68,Bank 68,North,0.99,0,,0.0,0,,0,0.4,1005
96,Bank 96,East,0.99,0,,0.0,0,,0,0.4,1005
315,Bank 315,East,0.99,0,,0.0,0,,0,0.4,1005
355,Bank 355,East,0.99,2,5558.44,11116.87,0,0.0,0,0.4,1005
994,Bank 994,South,0.99,0,,0.0,0,,0,0.4,1005
758,Bank 758,West,1.0,0,,0.0,0,,0,0.0,1010
